num_leaves	min_data_in_leaf	feature_fraction	learning_rate	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations
122	2068	0.222182492793961	0.00506854642713219	0.932076016975784	20			773.746999999999	-0.000568180260709248		0.022000000000844	infill_ei	0.347999999998137	0.000419150995385866	0.932212791508213	1579
108	2286	0.313015847025282	0.00501188926172355	0.931663248971416	15			834.351999999999	-0.00131537536957506		0.0339999999996508	infill_ei	0.350999999998749	0.000903907682716344	0.932476498050193	1465
121	1749	0.210523206056318	0.00503443341436117	0.931192824483897	12			719.592000000001	-0.000431155459866367		0.021999999999025	infill_ei	0.33600000000115	0.0017309943909212	0.930379091747609	1466
117	3919	0.841361308710092	0.00501684462136408	0.930980424670971	7			654.331999999999	-0.000556253978097782		0.0300000000006548	infill_ei	0.332999999998719	0.000952821627726806	0.931214114955118	1729
204	3967	0.84595726906187	0.00510177495259987	0.930902219131326	4			942.565	-0.00129633523363063		0.0180000000000291	infill_ei	0.322999999999411	0.00253720511444516	0.930591812849378	2356
146	3092	0.868169330552357	0.00500765828963697	0.930726807620091	16			683.355	-0.000595078416973943		0.0349999999998545	infill_ei	0.342000000000553	0.00106129644632246	0.931971211121716	1694
35	2029	0.338764366250922	0.00511215660389116	0.930716860685497	10			1179.401	-0.000252882437603014		0.0519999999996799	infill_ei	0.336999999999534	0.00339047348002045	0.927395023138554	2759
170	1932	0.696214780244241	0.00501009650168128	0.930665339138055	11			773.585999999999	-0.000427576861654564		0.0399999999990541	infill_ei	0.342000000000553	0.00185341957443161	0.930240440620583	2107
159	3817	0.999210187984103	0.0188986363487922	0.930608635654626	9			375.137999999999	-0.000275656914861395		0.0450000000000728	infill_ei	0.328999999999724	0.00115227874654087	0.930548511854784	368
208	3848	0.642972659932581	0.00537358171350605	0.930493680063222	6			630.761	-0.00164498467184717		0.0390000000006694	infill_ei	0.326999999999316	0.000885562013622818	0.932535919565165	1265
158	2224	0.983986879313633	0.00500395903547075	0.93048420962849	19			649.425000000003	-0.000199724879434657		0.0210000000006403	infill_ei	0.348000000001775	0.000995829997287009	0.93117421192309	1563
453	1795	0.240332684135993	0.00505008665652264	0.930352457416994	18			880.557000000001	-0.000176544217960864		0.0210000000006403	infill_ei	0.348000000001775	0.00192141497730205	0.929841568841507	1394
512	2033	0.712355766166205	0.00500862863200572	0.930270916378325	17			803.397000000001	-0.000188225875653066		0.0200000000004366	infill_ei	0.343000000000757	0.0033047467701855	0.927721920571527	1331
264	3771	0.582035375331379	0.11385868181215	0.930066736187996	0			534.726				initdesign				81
173	1905	0.200514801908458	0.0238942391293809	0.930065425813379	13			387.891	-0.000383620795955632		0.0229999999992288	infill_ei	0.34400000000096	0.00127925326111039	0.930915474263419	264
163	4026	0.314255781207514	0.0236595395600881	0.929444903869727	0			538.187				initdesign				458
163	3540	0.996575138056437	0.117348783778339	0.929051255422271	8			286.1	-0.00027214254641302		0.0200000000004366	infill_ei	0.333000000000538	0.00247131227179015	0.928881670388248	65
19	3266	0.64416187370328	0.0151275396776248	0.928893295718434	0			256.163				initdesign				1214
115	3858	0.87030999111756	0.0651726610130147	0.928836592235006	1			249.784000000001	-0.00140881300978833		0.208000000000538	infill_ei	0.323999999999614	0.00235137680283293	0.930893455892836	88
93	2210	0.954936876084393	0.0509686268646123	0.9285796396851	0			210.737999999999				initdesign				128
208	2365	0.542948188954784	0.0845643622940435	0.927707049315115	0			531.552000000001				initdesign				108
8	1701	0.514352815467406	0.00539502462187585	0.926906053049206	14			2683.67	-0.000498961862018573		0.0490000000008877	infill_ei	0.342000000000553	0.00127576240851248	0.931172710569038	6846
284	3709	0.330366857031411	0.0586655532243761	0.92682826444694	2			424.223	-0.000859311912155942		0.0289999999995416	infill_ei	0.318000000000211	0.00178817509049551	0.930341760912766	80
288	4095	0.998589531721209	0.114022821614982	0.926665182369601	5			325.656000000001	-0.000507220110487332		0.0309999999990396	infill_ei	0.332000000000335	0.00250156982348386	0.929691319067266	52
463	1558	0.423304644668793	0.0761638680788507	0.926226206872891	0			545.694				initdesign				90
192	1925	0.397752868519769	0.172177767817231	0.925799024747735	0			453.922				initdesign				21
12	4096	0.548383042568993	0.117009638892951	0.925440339477561	3			455.716	-0.00193665235504675		0.0320000000001528	infill_ei	0.327000000000226	0.00251546153047384	0.931580263171471	283
402	2815	0.812289167022367	0.133317881729045	0.925359900344819	0			349.476				initdesign				28
482	2911	0.742059200617558	0.270026182161268	0.921782815890222	0			282.736				initdesign				14
133	1353	0.287802659525292	0.256200853844514	0.918195427126136	0			337.069				initdesign				16
380	3400	0.48015449306046	0.288173464329103	0.917604001455231	0			460.509				initdesign				18
304	873	0.777490610098012	0.202508066207328	0.91578508236181	0			284.21				initdesign				16
345	402	0.221669196420627	0.169760222712168	0.914469644933746	0			348.853				initdesign				44
65	1142	0.945790075609539	0.244344325372773	0.914405913077372	0			152.163				initdesign				51
253	631	0.694578544253562	0.213687876437081	0.91306018812691	0			254.455				initdesign				4
442	178	0.889825424513241	0.136271942912179	0.910142013635997	0			303.839999999999				initdesign				63
